,loss,acc,val_loss,val_acc
0,0.5467491936049984,0.7425249218940735,0.646238959904921,0.7857142686843872
1,0.38719658479342034,0.8363787531852722,0.6049143967042334,0.7392026782035828
2,0.35597838748531085,0.8509136438369751,0.6159601045209308,0.5847176313400269
3,0.33954558291308506,0.8542358875274658,0.6313122023775728,0.5016611218452454
4,0.32933149296183917,0.8633720874786377,0.6489434388784872,0.47009965777397156
5,0.31621233420910627,0.8658638000488281,0.6733085717077667,0.45348837971687317
6,0.32559298845224605,0.8617109656333923,0.6960866437401882,0.45348837971687317
7,0.30836733126165067,0.8637873530387878,0.6931736195998335,0.45348837971687317
8,0.29647852683384157,0.8849667906761169,0.7011770661487136,0.45348837971687317
9,0.2872859408887122,0.8824750781059265,0.7086480067813912,0.45348837971687317
10,0.2707266757060523,0.8866279125213623,0.693469440818229,0.45348837971687317
11,0.2697384765872924,0.8949335813522339,0.690763226973258,0.45348837971687317
12,0.2579700076995894,0.8986710906028748,0.6824827146688569,0.45348837971687317
13,0.24861834463090993,0.8941029906272888,0.6918541658360301,0.45348837971687317
14,0.23869549564744943,0.9073920249938965,0.6700759429076185,0.45348837971687317
15,0.23415601696583915,0.9044850468635559,0.6720425330127197,0.45348837971687317
16,0.21669197567673618,0.9098837375640869,0.6876664183464557,0.45348837971687317
17,0.20716843499099694,0.9281561374664307,0.6303617423554988,0.5116279125213623
18,0.2085224098937456,0.9223421812057495,0.7257769971194853,0.45348837971687317
19,0.23912686124394503,0.9069767594337463,0.4837591939194258,0.8189368844032288
20,0.20944974068985428,0.9219269156455994,0.4805616423537169,0.7923588156700134
21,0.19951885192348712,0.9235880374908447,0.3958166225804047,0.8421927094459534
22,0.19288339661403353,0.9240033030509949,0.5491786581337254,0.634551465511322
23,0.1663299319752031,0.9443521499633789,0.4665447999274612,0.8538206219673157
24,0.18475818812253073,0.9235880374908447,0.5174553323029679,0.6810631155967712
25,0.15175072254730618,0.9460132718086243,0.5965478756895097,0.5897009968757629
26,0.16506962413803683,0.9418604373931885,0.33174763684256925,0.8787375688552856
27,0.1435954834387152,0.954734206199646,0.531740522092561,0.6710963249206543
28,0.13201502886325417,0.960132896900177,0.3943082811032419,0.8920266032218933
29,0.13114075115154747,0.9605481624603271,0.5128228490138766,0.724252462387085
30,0.22692028257339897,0.905315637588501,3.4707017784498855,0.45348837971687317
31,0.1963205860797749,0.9198504686355591,1.4895834542588142,0.5365448594093323
32,0.15015744066416623,0.9485049843788147,2.9199433097015586,0.45514950156211853
33,0.14452361817969833,0.954734206199646,1.159712139554198,0.539867103099823
34,0.1275974035114545,0.9630398750305176,0.8083962667919077,0.5930232405662537
35,0.11159757836613544,0.9688538312911987,0.3767722630223563,0.8272425532341003
36,0.09823405663436434,0.9738371968269348,0.3121692739377584,0.8704319000244141
37,0.10154926588765015,0.9705149531364441,0.3062299985277692,0.880398690700531
38,0.09219219852424539,0.9771594405174255,0.35786378730175106,0.8322259187698364
39,0.09022434998885341,0.9854651093482971,2.4624983147529274,0.5780730843544006
40,0.09142548816148625,0.9842192530632019,1.902944384720192,0.5780730843544006
41,0.08084023139900544,0.979651153087616,0.5429161397471058,0.7906976938247681
42,0.06534728652912121,0.9908638000488281,0.501740786918374,0.7906976938247681
43,0.058282204603535,0.9912790656089783,0.3512692451477051,0.8571428656578064
44,0.060709759679644607,0.9929401874542236,0.3103429625596715,0.8737541437149048
45,0.12018942300762449,0.9572259187698364,0.33189913521573394,0.8521594405174255
46,0.09298309509292789,0.9725913405418396,0.3042613905158352,0.8770763874053955
47,0.056142407385910864,0.994601309299469,0.2821152947063363,0.8853820562362671
48,0.05750945737690625,0.9925249218940735,0.6068977726947522,0.7956810593605042
49,0.09191838322993232,0.9676079750061035,0.787794746637988,0.7524917125701904
50,0.055674101191996735,0.9933554530143738,0.435723102766018,0.8488371968269348
51,0.06163331483215391,0.9875415563583374,0.5039217314409074,0.7956810593605042
52,0.049611785402676196,0.9962624311447144,0.4306532321946442,0.8421927094459534
53,0.03673402205777921,0.9979236125946045,0.2966392174907697,0.8737541437149048
54,0.03554207196094071,0.9987541437149048,0.37415546946153294,0.8255813717842102
55,0.029815084229771086,0.9995847344398499,0.3140322127413512,0.8637873530387878
56,0.04032610309777466,0.9954319000244141,1.635575731571507,0.6328903436660767
57,0.030627676604495096,0.9995847344398499,0.6989376275642369,0.7923588156700134
58,0.04232625597685675,0.9975082874298096,3.872506563053575,0.564784049987793
59,0.0433026834505539,0.9954319000244141,2.0928541454409197,0.6112957000732422
60,0.02549020428693176,1.0,0.33365600259102063,0.8936877250671387
61,0.02599496765068401,0.9991694092750549,0.2896677526178154,0.8754152655601501
62,0.018963467079118834,1.0,0.32083786147773463,0.8504983186721802
63,0.018651898455283176,1.0,0.3836148426702874,0.8438538312911987
64,0.015801989176369387,1.0,0.390182773734248,0.8239202499389648
65,0.015406904674051609,0.9995847344398499,0.8631554539021463,0.7674418687820435
66,0.167730309341437,0.9327242374420166,3.546879853917119,0.554817259311676
67,0.07758230943096635,0.9746677875518799,3.02992376160384,0.49335548281669617
68,0.048594716831150644,0.9908638000488281,1.5368002199651396,0.6328903436660767
69,0.029415644234993134,0.9987541437149048,1.5466694599419732,0.554817259311676
70,0.03915704077920348,0.9950166344642639,0.6587617690381021,0.7524917125701904
71,0.025653147946213962,0.9983388781547546,0.3813607120434707,0.8455149531364441
72,0.03973613492525693,0.9921096563339233,0.5818305317547631,0.8488371968269348
73,0.03185981539916557,0.9958471655845642,1.013216449413642,0.7225913405418396
74,0.025179075398961966,0.9983388781547546,0.3916650749124166,0.8853820562362671
75,0.06985400632593125,0.97508305311203,1.857507209643177,0.5780730843544006
76,0.030779732892481593,0.9966777563095093,0.5271360513775848,0.855481743812561
77,0.03621710169181673,0.9929401874542236,0.3760368851668753,0.8621262311935425
78,0.022830465468160338,0.9983388781547546,0.5801444493939611,0.7740863561630249
79,0.14003843884061143,0.9414451718330383,1.8464505500175605,0.7009966969490051
80,0.0838999166663897,0.970099687576294,0.35471339053489837,0.840531587600708
81,0.05842959661148117,0.9813122749328613,0.5433165779892484,0.840531587600708
82,0.08775491430810915,0.9730066657066345,0.37220814665686647,0.880398690700531
83,0.10282237624495826,0.9568106532096863,1.027314925352823,0.7292358875274658
84,0.05466732259010556,0.9854651093482971,0.37555554647778355,0.8621262311935425
85,0.02729445164311566,0.9979236125946045,0.9524545241827981,0.7707641124725342
86,0.03663165082666169,0.9921096563339233,0.3255216140908025,0.8637873530387878
87,0.018599433094213573,1.0,0.30159403160957005,0.8903654217720032
88,0.01290912995814188,0.9995847344398499,0.6052838645026899,0.8073089718818665
89,0.01096134148909404,1.0,0.34217171192763257,0.8820598125457764
90,0.0264827742665214,0.9954319000244141,0.35000591873008746,0.8637873530387878
91,0.016942404523071063,0.9987541437149048,0.34549214666480343,0.865448534488678
92,0.021327783666130317,0.9975082874298096,0.5389325115587014,0.8172757625579834
93,0.012109137002527219,1.0,0.5014066430817411,0.8122923374176025
94,0.008725737722782399,1.0,0.3003777208122304,0.8837209343910217
95,0.007450567935887365,1.0,0.30510972900644096,0.8737541437149048
96,0.006274675677354104,1.0,0.3109891092856461,0.8754152655601501
97,0.005410451981922816,1.0,0.2989802593210607,0.8770763874053955
98,0.005661780169338879,1.0,0.3141034718763789,0.8720930218696594
99,0.005101807279345205,1.0,0.3133318697990373,0.8720930218696594
100,0.0069350766766804,1.0,0.34720646780281267,0.8853820562362671
101,0.005023670078029367,1.0,0.30933342357336285,0.8754152655601501
102,0.005227633368261034,1.0,0.40978671849528914,0.8770763874053955
103,0.010970399968722136,0.9995847344398499,0.30089565023990267,0.8770763874053955
104,0.00638785929050903,1.0,0.3391347099714402,0.8820598125457764
105,0.005023373583288387,1.0,0.32694919976681175,0.8853820562362671
106,0.004517549612525343,1.0,0.31755904496101695,0.880398690700531
